date,state,new_cases,new_deaths,new_vaccinations,tests_performed,positive_rate,hospitalized_patients,icu_patients,mobility_index,temperature,humidity,population_density
2020-07-21,Delhi,6447,69,24278,225645,0.0286,285,51,65.88,22.8,87.9,862
2020-07-22,Delhi,6616,57,40957,158784,0.0417,492,53,91.93,22.6,90.1,862
2020-07-23,Delhi,6140,74,37086,128940,0.0476,246,61,79.93,36.3,85.1,862
2020-07-24,Delhi,6293,102,46227,138446,0.0455,323,47,35.14,34.2,83.6,862
2020-07-25,Delhi,6900,46,20408,110400,0.0625,410,47,35.27,22.3,83.3,862
2020-07-26,Delhi,6636,125,42295,258804,0.0256,522,113,45.83,30.9,94.0,862
2020-07-27,Delhi,6588,63,10925,237168,0.0278,198,39,40.55,22.0,64.9,862
2020-07-28,Delhi,7062,127,46491,190674,0.037,433,38,89.84,20.5,55.6,862
2020-07-29,Delhi,6643,58,37348,199290,0.0333,499,54,73.46,31.2,76.3,862
2020-07-30,Delhi,7105,136,8586,213150,0.0333,277,69,57.3,36.4,43.0,862
2020-07-31,Delhi,7044,43,36900,246540,0.0286,249,136,87.08,33.3,70.3,862
2020-08-01,Delhi,7044,132,21406,183144,0.0385,367,113,45.92,28.5,84.8,862
2020-08-02,Delhi,7037,80,7725,189999,0.037,382,52,62.16,39.5,75.2,862
2020-08-03,Delhi,7163,66,10724,279357,0.0256,436,120,93.45,29.1,81.3,862
2020-08-04,Delhi,7042,44,15834,197176,0.0357,328,139,71.29,35.1,70.5,862
2020-08-05,Delhi,7498,148,28970,239936,0.0312,451,127,74.0,37.7,73.0,862
2020-08-06,Delhi,7099,63,33755,227168,0.0312,515,80,73.92,26.7,84.3,862
2020-08-07,Delhi,7389,59,27266,147780,0.05,435,81,79.36,18.6,86.3,862
2020-08-08,Delhi,7654,73,25296,267890,0.0286,378,129,79.25,26.8,91.6,862
2020-08-09,Delhi,7176,79,24582,150696,0.0476,368,52,76.67,26.9,91.8,862
2020-08-10,Delhi,7386,39,40663,162492,0.0455,316,65,48.2,23.9,55.5,862
2020-08-11,Delhi,7393,131,31499,243969,0.0303,587,68,31.96,21.9,91.8,862
2020-08-12,Delhi,7652,143,23680,153040,0.05,587,147,83.18,25.7,48.2,862
2020-08-13,Delhi,7372,94,29349,176928,0.0417,264,80,63.58,32.6,52.2,862
2020-08-14,Delhi,7483,149,30337,231973,0.0323,279,131,47.76,22.1,47.4,862
2020-08-15,Delhi,7669,101,31110,184056,0.0417,574,128,70.7,29.7,60.6,862
2020-08-16,Delhi,7563,49,7885,287394,0.0263,248,92,90.32,20.6,78.9,862
2020-08-17,Delhi,7808,44,8205,179584,0.0435,500,152,76.78,23.3,91.0,862
2020-08-18,Delhi,8027,91,26128,136459,0.0588,453,84,89.78,18.6,69.2,862
2020-08-19,Delhi,8285,145,27418,140845,0.0588,365,47,71.65,25.0,92.8,862
2020-08-20,Delhi,8070,151,12133,306660,0.0263,507,47,97.6,37.5,85.7,862
2020-08-21,Delhi,8384,88,44475,209600,0.04,270,53,64.62,30.9,82.2,862
2020-08-22,Delhi,7914,46,15153,197850,0.04,503,157,83.76,39.9,67.4,862
2020-08-23,Delhi,7270,83,46669,174480,0.0417,386,118,99.62,33.9,40.8,862
2020-08-24,Delhi,7674,133,43259,260916,0.0294,376,39,87.41,21.7,79.5,862
2020-08-25,Delhi,7621,39,33464,152420,0.05,254,139,82.49,25.2,72.9,862
2020-08-26,Delhi,8177,89,20672,188071,0.0435,325,152,79.89,37.5,63.4,862
2020-08-27,Delhi,8150,121,34381,309700,0.0263,550,111,63.67,33.2,70.4,862
2020-08-28,Delhi,8084,137,21805,121260,0.0667,505,79,32.98,39.7,72.9,862
2020-08-29,Delhi,8057,67,18981,257824,0.0312,262,157,81.49,37.7,64.2,862
2020-08-30,Delhi,7975,67,47689,191400,0.0417,434,139,45.58,26.8,64.5,862
2020-08-31,Delhi,8060,111,12256,241800,0.0333,325,88,86.65,22.1,88.5,862
2020-09-01,Delhi,7606,84,19542,228180,0.0333,507,92,87.26,36.0,40.1,862
2020-09-02,Delhi,7742,130,6831,154840,0.05,570,46,61.94,21.4,47.3,862
2020-09-03,Delhi,8265,132,15051,206625,0.04,594,129,59.52,31.9,63.7,862
2020-09-04,Delhi,8217,145,22076,213642,0.0385,506,162,83.91,24.3,82.5,862
2020-09-05,Delhi,7940,137,34063,222320,0.0357,410,121,47.05,22.1,65.4,862
2020-09-06,Delhi,8123,136,48957,268059,0.0303,528,124,68.11,24.9,63.2,862
2020-09-07,Delhi,7791,143,26739,116865,0.0667,536,46,45.14,38.9,65.4,862
2020-09-08,Delhi,7941,136,31894,277935,0.0286,565,127,49.58,39.8,67.0,862
2020-09-09,Delhi,8332,152,30306,174972,0.0476,414,85,75.3,33.8,45.0,862
2020-09-10,Delhi,8695,48,37408,165205,0.0526,493,171,60.64,22.3,77.4,862
2020-09-11,Delhi,7993,122,40096,271762,0.0294,402,44,42.16,28.6,61.8,862
2020-09-12,Delhi,8390,148,15357,293650,0.0286,588,55,64.63,29.6,41.7,862
2020-09-13,Delhi,7717,86,36490,138906,0.0556,271,139,66.83,37.6,64.1,862
2020-09-14,Delhi,8384,71,20117,318592,0.0263,426,119,83.82,23.3,50.3,862
2020-09-15,Delhi,7815,96,35664,179745,0.0435,382,155,45.68,25.1,85.9,862
2020-09-16,Delhi,7640,53,7467,229200,0.0333,548,130,82.87,18.9,48.2,862
2020-09-17,Delhi,8113,122,17956,121695,0.0667,534,49,43.13,28.0,75.3,862
2020-09-18,Delhi,8370,154,38951,259470,0.0323,642,65,73.59,36.6,52.8,862
2020-09-19,Delhi,7753,155,38187,255849,0.0303,447,129,77.33,29.1,68.2,862
2020-09-20,Delhi,8270,91,12921,264640,0.0312,493,134,49.55,38.8,60.1,862
2020-09-21,Delhi,7260,48,12659,239580,0.0303,356,59,79.54,39.1,91.5,862
2020-09-22,Delhi,7389,117,45797,221670,0.0333,233,61,84.96,34.1,50.4,862
2020-09-23,Delhi,7551,94,45153,294489,0.0256,302,79,58.17,19.5,60.1,862
2020-09-24,Delhi,7825,144,39352,187800,0.0417,594,144,79.48,29.8,82.7,862
2020-09-25,Delhi,7149,63,35084,157278,0.0455,262,59,83.23,34.7,61.3,862
2020-09-26,Delhi,7780,79,47366,124480,0.0625,299,53,42.57,36.6,70.6,862
2020-09-27,Delhi,8166,56,39726,220482,0.037,371,71,51.51,39.4,71.2,862
2020-09-28,Delhi,7585,104,27020,280645,0.027,359,68,80.62,21.5,85.1,862
2020-09-29,Delhi,7521,78,18039,120336,0.0625,565,146,93.52,22.2,58.3,862
2020-09-30,Delhi,8322,160,35135,316236,0.0263,419,155,34.13,35.1,81.9,862
2020-10-01,Delhi,7314,144,25439,285246,0.0256,478,119,83.19,36.2,94.4,862
2020-10-02,Delhi,7630,49,14769,144970,0.0526,570,117,39.52,35.1,41.2,862
2020-10-03,Delhi,7615,132,24642,175145,0.0435,598,108,86.0,30.5,58.7,862
2020-10-04,Delhi,7601,71,22004,152020,0.05,262,58,97.4,29.0,88.1,862
2020-10-05,Delhi,7578,67,47308,166716,0.0455,525,59,50.01,34.0,40.4,862
2020-10-06,Delhi,7049,115,44483,169176,0.0417,257,61,31.08,30.8,61.8,862
2020-10-07,Delhi,7060,72,41640,261220,0.027,301,93,33.1,36.4,71.1,862
2020-10-08,Delhi,7236,106,6602,180900,0.04,419,93,73.37,36.6,82.0,862
2020-10-09,Delhi,7532,78,25111,271152,0.0278,397,112,65.2,20.3,47.8,862
2020-10-10,Delhi,7234,117,42487,151914,0.0476,348,43,96.99,28.9,47.4,862
2020-10-11,Delhi,7460,104,10267,261100,0.0286,366,143,86.04,38.0,57.1,862
2020-10-12,Delhi,7421,146,41787,163262,0.0455,341,59,66.23,25.7,49.4,862
2020-10-13,Delhi,7067,46,12463,190809,0.037,410,49,54.35,19.4,80.7,862
2020-10-14,Delhi,7376,134,36553,140144,0.0526,415,99,60.72,29.1,79.1,862
2020-10-15,Delhi,7210,94,23214,151410,0.0476,559,51,84.91,29.6,80.7,862
2020-10-16,Delhi,6899,87,14559,131081,0.0526,362,66,68.57,24.0,64.5,862
2020-10-17,Delhi,7433,38,30085,215557,0.0345,443,80,47.28,36.5,59.0,862
2020-10-18,Delhi,6440,62,27516,148120,0.0435,253,64,59.01,32.0,43.6,862
2020-10-19,Delhi,6374,32,48251,127480,0.05,244,108,32.74,37.8,77.8,862
2020-10-20,Delhi,6432,48,37871,109344,0.0588,498,91,72.61,32.4,65.5,862
2020-10-21,Delhi,6562,100,21124,111554,0.0588,295,82,99.46,23.7,61.5,862
2020-10-22,Delhi,6511,68,18323,234396,0.0278,361,52,39.0,33.6,82.1,862
2020-10-23,Delhi,6409,66,20672,102544,0.0625,401,100,41.17,31.7,41.3,862
2020-10-24,Delhi,6386,73,21329,140492,0.0455,510,120,40.33,38.2,63.0,862
2020-10-25,Delhi,6745,107,47129,188860,0.0357,225,75,68.12,30.2,83.6,862
2020-10-26,Delhi,7098,40,48780,120666,0.0588,257,130,49.45,33.5,76.2,862
2020-10-27,Delhi,6384,101,7378,172368,0.037,312,114,62.11,30.5,65.6,862
2020-10-28,Delhi,6794,113,33603,224202,0.0303,291,126,90.42,27.5,76.3,862
2020-10-29,Delhi,5796,61,23810,162288,0.0357,404,37,35.27,36.8,89.5,862
2020-10-30,Delhi,6143,57,40614,227291,0.027,287,42,82.15,26.1,86.0,862
2020-10-31,Delhi,6232,73,13879,243048,0.0256,403,48,38.96,38.4,75.3,862
2020-11-01,Delhi,6189,106,16326,235182,0.0263,233,65,91.72,18.3,51.4,862
2020-11-02,Delhi,5702,36,31474,131146,0.0435,216,99,54.85,28.1,65.5,862
2020-11-03,Delhi,5632,88,15277,112640,0.05,401,40,36.21,32.6,51.6,862
2020-11-04,Delhi,5740,42,11831,177940,0.0323,207,98,61.69,38.6,46.2,862
2020-11-05,Delhi,6214,45,39128,142922,0.0435,253,92,80.63,27.5,54.2,862
2020-11-06,Delhi,5477,90,20488,202649,0.027,272,44,48.96,26.7,80.7,862
2020-11-07,Delhi,5827,32,13590,174810,0.0333,184,73,61.17,24.4,57.5,862
2020-11-08,Delhi,5704,50,13723,176824,0.0323,389,46,99.65,30.5,58.3,862
2020-11-09,Delhi,5612,61,42290,207644,0.027,185,42,37.38,22.5,94.8,862
2020-11-10,Delhi,6083,45,37667,212905,0.0286,240,109,98.83,35.8,79.9,862
2020-11-11,Delhi,5229,26,17132,125496,0.0417,332,58,31.36,34.3,63.0,862
2020-11-12,Delhi,5252,28,5205,105040,0.05,216,43,69.4,25.4,64.8,862
2020-11-13,Delhi,5944,75,18398,130768,0.0455,316,99,44.36,19.8,41.0,862
2020-11-14,Delhi,5174,57,13639,124176,0.0417,343,76,50.46,37.6,70.4,862
2020-11-15,Delhi,5050,30,8864,131300,0.0385,187,41,92.12,35.1,51.1,862
2020-11-16,Delhi,5368,97,27911,155672,0.0345,302,98,83.94,37.6,55.3,862
2020-11-17,Delhi,4706,72,45462,75296,0.0625,321,26,89.26,29.3,71.9,862
2020-11-18,Delhi,5002,48,18093,195078,0.0256,239,31,51.24,20.2,58.7,862
2020-11-19,Delhi,5455,37,13723,169105,0.0323,375,32,69.42,19.0,88.7,862
2020-11-20,Delhi,4938,81,15143,98760,0.05,232,42,83.1,27.5,90.6,862
2020-11-21,Delhi,5140,100,39237,138780,0.037,390,94,57.35,39.1,71.0,862
2020-11-22,Delhi,5326,60,10840,191736,0.0278,208,63,67.15,36.1,66.0,862
2020-11-23,Delhi,4150,72,41174,161850,0.0256,274,28,62.29,36.8,67.0,862
2020-11-24,Delhi,4918,36,26288,162294,0.0303,335,36,59.6,21.0,53.0,862
2020-11-25,Delhi,4893,45,8025,176148,0.0278,369,52,89.5,33.3,82.9,862
2020-11-26,Delhi,4421,37,6947,79578,0.0556,295,46,68.81,35.1,43.1,862
2020-11-27,Delhi,4922,31,39702,88596,0.0556,188,33,62.41,24.3,42.5,862
2020-11-28,Delhi,5223,55,26464,151467,0.0345,292,60,36.53,28.1,79.6,862
2020-11-29,Delhi,4108,71,49793,160212,0.0256,327,72,45.08,28.0,56.3,862
2020-11-30,Delhi,4041,22,7593,68697,0.0588,280,63,56.92,37.7,47.8,862
2020-12-01,Delhi,4534,47,30869,154156,0.0294,333,44,69.29,18.3,60.4,862
2020-12-02,Delhi,4695,28,39163,140850,0.0333,244,52,41.31,23.8,93.6,862
2020-12-03,Delhi,4244,53,40444,127320,0.0333,137,23,57.23,37.0,85.8,862
2020-12-04,Delhi,4730,77,11807,132440,0.0357,237,36,49.51,25.5,84.7,862
2020-12-05,Delhi,4136,54,15387,103400,0.04,167,52,56.46,18.3,61.7,862
2020-12-06,Delhi,4233,62,7608,126990,0.0333,266,62,45.74,25.0,72.7,862
2020-12-07,Delhi,4387,27,34786,118449,0.037,170,77,58.11,22.9,76.7,862
2020-12-08,Delhi,3862,67,41376,81102,0.0476,269,27,97.76,27.7,80.1,862
2020-12-09,Delhi,4281,50,9117,154116,0.0278,290,39,77.77,23.7,53.3,862
2020-12-10,Delhi,4597,65,46489,160895,0.0286,306,62,73.65,25.8,70.6,862
2020-12-11,Delhi,4127,43,33914,140318,0.0294,298,62,76.93,22.3,76.5,862
2020-12-12,Delhi,4390,43,25203,87800,0.05,154,67,37.73,29.2,50.3,862
2020-12-13,Delhi,3833,68,14729,130322,0.0294,117,55,61.16,36.9,63.8,862
2020-12-14,Delhi,3794,67,26985,94850,0.04,161,39,57.07,20.1,84.4,862
2020-12-15,Delhi,3460,21,5210,89960,0.0385,252,60,75.53,19.4,57.5,862
2020-12-16,Delhi,3863,55,23455,73397,0.0526,166,73,47.97,37.7,69.8,862
2020-12-17,Delhi,4380,27,34449,157680,0.0278,304,76,74.67,33.7,89.9,862
2020-12-18,Delhi,3752,26,46666,135072,0.0278,263,66,83.83,19.4,79.6,862
2020-12-19,Delhi,4209,53,19092,143106,0.0294,302,60,48.28,18.1,68.7,862
2020-12-20,Delhi,4464,75,27120,169632,0.0263,167,70,71.55,18.5,81.9,862
2020-12-21,Delhi,4084,71,34466,69428,0.0588,158,51,66.91,38.6,90.9,862
2020-12-22,Delhi,4003,64,6653,80060,0.05,304,40,91.62,34.0,45.9,862
2020-12-23,Delhi,4561,29,11671,164196,0.0278,243,56,92.39,37.9,46.2,862
2020-12-24,Delhi,4451,76,39251,133530,0.0333,227,43,41.53,20.9,70.3,862
2020-12-25,Delhi,4149,27,21394,124470,0.0333,293,67,39.28,39.1,55.7,862
2020-12-26,Delhi,3944,56,31056,149872,0.0263,153,58,52.82,31.4,69.8,862
2020-12-27,Delhi,4608,81,15143,73728,0.0625,173,82,61.12,35.2,92.8,862
2020-12-28,Delhi,3768,63,11198,86664,0.0435,147,43,60.25,39.6,41.1,862
2020-12-29,Delhi,4484,77,48015,103132,0.0435,139,42,55.05,21.2,68.0,862
2020-12-30,Delhi,4196,39,39865,67136,0.0625,309,39,56.37,35.9,81.8,862
2020-12-31,Delhi,4103,64,26929,86163,0.0476,184,78,86.64,22.7,76.4,862
2021-01-01,Delhi,4579,42,43296,77843,0.0588,275,83,39.85,37.8,47.0,862
2021-01-02,Delhi,4212,67,32071,84240,0.05,159,79,46.76,33.6,63.6,862
2021-01-03,Delhi,4776,32,37930,76416,0.0625,298,59,85.32,21.5,61.8,862
2021-01-04,Delhi,4942,29,26997,123550,0.04,384,93,48.93,23.3,41.4,862
2021-01-05,Delhi,5090,37,30541,91620,0.0556,336,53,79.21,36.4,40.6,862
2021-01-06,Delhi,4823,77,17122,91637,0.0526,358,47,89.21,25.5,89.2,862
2021-01-07,Delhi,4788,31,42441,81396,0.0588,316,27,55.02,25.6,54.1,862
2021-01-08,Delhi,5332,69,44146,138632,0.0385,257,95,52.66,39.7,55.2,862
2021-01-09,Delhi,5021,93,27560,105441,0.0476,389,73,92.5,38.7,91.1,862
2021-01-10,Delhi,5423,88,22684,151844,0.0357,216,77,51.03,22.7,59.6,862
2021-01-11,Delhi,5294,48,36122,100586,0.0526,373,98,82.19,23.4,78.6,862
2021-01-12,Delhi,5071,82,47158,126775,0.04,356,30,71.63,28.6,84.3,862
2021-01-13,Delhi,5372,71,9531,112812,0.0476,216,35,57.63,30.8,85.5,862
2021-01-14,Delhi,5457,79,37536,196452,0.0278,402,92,67.93,27.7,54.8,862
2021-01-15,Delhi,6264,87,34482,206712,0.0303,470,68,91.94,26.7,42.1,862
2021-01-16,Delhi,5964,95,16482,125244,0.0476,234,71,50.14,24.5,75.4,862
2021-01-17,Delhi,5880,77,49985,194040,0.0303,201,44,79.28,21.2,57.8,862
2021-01-18,Delhi,5830,106,29794,139920,0.0417,328,73,32.38,20.5,92.3,862
2021-01-19,Delhi,6800,118,30778,115600,0.0588,449,62,84.21,19.6,63.5,862
2021-01-20,Delhi,5928,52,34929,213408,0.0278,400,104,75.61,35.5,64.1,862
2021-01-21,Delhi,6615,119,40026,198450,0.0333,288,112,42.93,20.4,40.8,862
2021-01-22,Delhi,6884,65,26532,110144,0.0625,426,45,76.89,37.9,93.4,862
2021-01-23,Delhi,6327,85,44777,240426,0.0263,480,106,41.65,31.4,41.1,862
2021-01-24,Delhi,7280,59,48354,145600,0.05,275,96,97.51,20.9,88.0,862
2021-01-25,Delhi,7498,76,36335,187450,0.04,507,124,30.84,19.7,40.2,862
2021-01-26,Delhi,7916,41,45221,261228,0.0303,518,155,87.46,19.5,89.2,862
2021-01-27,Delhi,7958,137,47653,175076,0.0455,371,155,33.39,32.6,72.2,862
2021-01-28,Delhi,8210,119,24722,246300,0.0333,297,57,34.72,38.6,73.5,862
2021-01-29,Delhi,7881,81,39379,197025,0.04,542,94,66.57,27.6,70.3,862
2021-01-30,Delhi,7887,126,30282,149853,0.0526,470,54,84.04,26.2,74.6,862
2021-01-31,Delhi,8187,47,32455,278358,0.0294,425,91,41.39,32.8,70.7,862
2021-02-01,Delhi,8417,166,31308,244093,0.0345,562,119,93.58,27.8,54.1,862
2021-02-02,Delhi,9066,166,26616,317310,0.0286,555,123,31.12,29.8,42.1,862
2021-02-03,Delhi,8896,104,25635,222400,0.04,447,53,84.95,28.8,57.8,862
2021-02-04,Delhi,9253,122,28509,360867,0.0256,634,152,81.05,34.7,77.3,862
2021-02-05,Delhi,8789,158,46215,281248,0.0312,492,136,41.62,35.1,91.5,862
2021-02-06,Delhi,9964,54,16173,169388,0.0588,792,183,79.76,32.9,44.6,862
2021-02-07,Delhi,9503,116,36846,161551,0.0588,644,47,59.76,37.9,58.7,862
2021-02-08,Delhi,9709,74,32575,310688,0.0312,326,111,79.62,30.8,53.4,862
2021-02-09,Delhi,10709,184,43997,289143,0.037,646,197,66.88,36.0,51.8,862
2021-02-10,Delhi,11277,106,13972,338310,0.0333,787,121,78.55,29.9,61.7,862
2021-02-11,Delhi,11756,80,19707,352680,0.0333,846,201,31.99,21.1,81.6,862
2021-02-12,Delhi,11677,156,23645,326956,0.0357,362,59,45.83,39.9,44.0,862
2021-02-13,Delhi,11195,202,17685,223900,0.05,408,215,58.93,27.9,70.1,862
2021-02-14,Delhi,11621,83,11472,232420,0.05,500,135,74.26,39.2,41.8,862
2021-02-15,Delhi,12663,161,31071,278586,0.0455,541,84,71.78,21.3,88.3,862
2021-02-16,Delhi,12322,168,8370,406626,0.0303,890,99,81.23,20.3,66.0,862
2021-02-17,Delhi,12928,244,21439,439552,0.0294,893,154,75.52,35.9,83.1,862
2021-02-18,Delhi,12747,172,8755,242193,0.0526,568,150,57.17,33.3,87.4,862
2021-02-19,Delhi,12873,212,26996,193095,0.0667,621,233,40.46,20.6,44.3,862
2021-02-20,Delhi,13506,160,30186,243108,0.0556,504,195,97.46,32.5,59.5,862
2021-02-21,Delhi,13934,218,37094,320482,0.0435,822,167,55.2,34.3,46.5,862
2021-02-22,Delhi,14812,118,19097,355488,0.0417,933,245,49.83,25.9,80.7,862
2021-02-23,Delhi,14841,137,18525,356184,0.0417,563,165,78.21,28.1,41.1,862
2021-02-24,Delhi,14678,95,41466,337594,0.0435,473,282,82.49,38.7,46.3,862
2021-02-25,Delhi,15302,207,13414,489664,0.0312,479,183,75.24,19.4,60.1,862
2021-02-26,Delhi,15802,190,8668,363446,0.0435,1109,122,95.57,23.2,47.4,862
2021-02-27,Delhi,16023,158,44321,560805,0.0286,503,134,96.89,18.4,55.3,862
2021-02-28,Delhi,16773,298,18106,402552,0.0417,769,321,43.18,28.5,63.0,862
2021-03-01,Delhi,16916,321,35142,659724,0.0256,1020,314,88.19,31.5,90.3,862
2021-03-02,Delhi,17790,93,42639,658230,0.027,655,228,47.26,26.4,83.6,862
2021-03-03,Delhi,17524,103,33543,262860,0.0667,1086,206,66.07,36.6,91.7,862
2021-03-04,Delhi,18586,353,9494,464650,0.04,1482,191,73.38,32.5,48.5,862
2021-03-05,Delhi,18444,315,47881,627096,0.0294,1146,205,52.76,30.0,59.1,862
2021-03-06,Delhi,18631,329,23647,614823,0.0303,636,313,31.37,31.2,78.6,862
2021-03-07,Delhi,19264,151,33706,308224,0.0625,780,222,35.57,36.8,85.4,862
2021-03-08,Delhi,19673,290,46447,570517,0.0345,899,285,60.68,26.2,87.3,862
2021-03-09,Delhi,20404,293,13615,612120,0.0333,772,208,88.89,22.7,93.4,862
2021-03-10,Delhi,20365,134,27649,692410,0.0294,853,106,80.07,39.5,55.8,862
2021-03-11,Delhi,21157,110,25841,825123,0.0256,852,108,45.69,20.3,79.9,862
2021-03-12,Delhi,21793,279,40538,588411,0.037,1672,186,50.96,37.2,83.2,862
2021-03-13,Delhi,21743,205,13817,695776,0.0312,786,432,77.47,38.0,86.1,862
2021-03-14,Delhi,21779,393,15266,370243,0.0588,1352,111,30.45,21.9,54.9,862
2021-03-15,Delhi,22466,201,8905,786310,0.0286,1148,238,76.91,23.5,74.5,862
2021-03-16,Delhi,22996,291,5828,689880,0.0333,1273,164,72.75,29.2,92.3,862
2021-03-17,Delhi,23605,150,17189,755360,0.0312,764,195,52.24,24.3,42.2,862
2021-03-18,Delhi,24152,416,5461,748712,0.0323,1361,460,49.16,25.0,40.4,862
2021-03-19,Delhi,24221,229,6625,896177,0.027,1213,301,76.92,22.2,70.6,862
2021-03-20,Delhi,24417,250,44163,781344,0.0312,1172,280,87.47,26.8,42.2,862
2021-03-21,Delhi,25353,261,22782,659178,0.0385,956,257,95.41,36.9,64.5,862
2021-03-22,Delhi,25299,412,24785,834867,0.0303,1573,214,88.43,30.6,83.1,862
2021-03-23,Delhi,26095,167,38725,469710,0.0556,1163,467,96.47,19.2,79.8,862
2021-03-24,Delhi,26306,230,16423,605038,0.0435,1173,366,70.04,26.8,69.7,862
2021-03-25,Delhi,26709,180,28656,747852,0.0357,1976,341,72.98,23.7,52.2,862
2021-03-26,Delhi,26687,302,25341,453679,0.0588,1162,250,98.1,30.9,85.8,862
2021-03-27,Delhi,27607,156,48421,828210,0.0333,1544,480,72.76,31.6,47.7,862
2021-03-28,Delhi,28049,183,36912,981715,0.0286,942,316,79.81,25.1,57.2,862
2021-03-29,Delhi,28576,363,34114,1114464,0.0256,1524,364,33.36,28.4,94.6,862
2021-03-30,Delhi,28629,434,40472,744354,0.0385,1133,475,44.67,36.9,60.9,862
2021-03-31,Delhi,29561,483,24132,679903,0.0435,1851,242,31.53,35.9,87.1,862
2021-04-01,Delhi,29864,288,10376,925784,0.0323,1505,346,89.27,27.2,56.6,862
2021-04-02,Delhi,30221,210,30479,634641,0.0476,1920,382,56.3,24.6,69.4,862
2021-04-03,Delhi,30033,294,32888,900990,0.0333,1366,452,93.34,32.2,60.1,862
2021-04-04,Delhi,31507,297,8358,661647,0.0476,1717,437,71.74,29.7,91.2,862
2021-04-05,Delhi,32100,606,41143,609900,0.0526,1022,479,72.27,38.0,46.5,862
2021-04-06,Delhi,31705,407,27464,824330,0.0385,1814,355,47.05,18.7,42.7,862
2021-04-07,Delhi,31753,212,10182,1143108,0.0278,2054,390,76.53,37.0,60.6,862
2021-04-08,Delhi,32330,495,42096,517280,0.0625,2143,558,57.45,32.4,53.7,862
2021-04-09,Delhi,32896,540,49823,657920,0.05,1457,344,70.38,26.1,85.4,862
2021-04-10,Delhi,33209,402,34213,564553,0.0588,1705,320,80.74,23.1,77.9,862
2021-04-11,Delhi,33180,174,15587,696780,0.0476,2257,357,86.34,29.0,41.8,862
2021-04-12,Delhi,33834,598,49054,1218024,0.0278,1367,532,99.8,37.3,45.4,862
2021-04-13,Delhi,34640,500,19415,1004560,0.0345,2593,628,51.79,23.0,72.1,862
2021-04-14,Delhi,34804,224,38791,730884,0.0476,1334,282,45.04,31.8,66.8,862
2021-04-15,Delhi,34940,436,49444,1187960,0.0294,2501,216,77.67,20.5,69.3,862
2021-04-16,Delhi,35327,654,41370,1236445,0.0286,2094,283,30.59,24.9,63.6,862
2021-04-17,Delhi,35338,661,15632,1095478,0.0323,1400,259,47.07,25.9,72.1,862
2021-04-18,Delhi,36119,247,41172,866856,0.0417,2132,538,68.51,36.2,75.3,862
2021-04-19,Delhi,36107,416,31932,830461,0.0435,1246,283,45.15,34.3,61.2,862
2021-04-20,Delhi,36464,359,21968,1349168,0.027,2076,517,91.45,29.1,40.4,862
2021-04-21,Delhi,36568,259,22720,1353016,0.027,1294,271,76.68,23.3,93.3,862
2021-04-22,Delhi,36802,660,26097,956852,0.0385,1208,369,56.37,20.8,46.6,862
2021-04-23,Delhi,36786,558,26948,846078,0.0435,2570,633,51.44,32.4,61.7,862
2021-04-24,Delhi,37595,213,44889,1052660,0.0357,1613,547,93.84,37.6,59.8,862
2021-04-25,Delhi,37630,450,42383,1166530,0.0323,2257,399,83.4,26.3,72.1,862
2021-04-26,Delhi,38230,416,30052,1299820,0.0294,1455,567,86.79,28.3,57.9,862
2021-04-27,Delhi,38364,460,27213,1189284,0.0323,2630,273,77.24,25.6,71.8,862
2021-04-28,Delhi,37762,673,11612,981812,0.0385,2456,241,68.27,22.8,48.6,862
2021-04-29,Delhi,38378,368,15043,652426,0.0588,2960,450,53.52,32.4,51.6,862
2021-04-30,Delhi,38622,636,35032,1390392,0.0278,1689,313,64.24,29.2,75.9,862
2021-05-01,Delhi,38653,223,25183,773060,0.05,2346,387,41.63,36.7,94.2,862
2021-05-02,Delhi,38986,204,8068,1403496,0.0278,2142,392,84.75,32.4,43.8,862
2021-05-03,Delhi,38536,750,19526,1001936,0.0385,2943,210,37.23,26.5,88.8,862
2021-05-04,Delhi,39442,519,31091,907166,0.0435,1660,215,66.48,33.6,50.8,862
2021-05-05,Delhi,39433,284,29569,1261856,0.0312,2569,559,96.29,25.1,51.8,862
2021-05-06,Delhi,39295,582,46675,943080,0.0417,2266,369,93.73,31.4,51.7,862
2021-05-07,Delhi,39696,497,24413,1508448,0.0263,1426,344,53.17,24.4,44.0,862
2021-05-08,Delhi,39966,547,14865,919218,0.0435,2902,386,98.01,28.5,92.4,862
2021-05-09,Delhi,39524,576,30222,711432,0.0556,2545,691,40.43,19.1,41.6,862
2021-05-10,Delhi,40134,263,48498,1204020,0.0333,3145,413,61.7,35.9,90.5,862
2021-05-11,Delhi,39448,551,5006,749512,0.0526,1293,741,63.94,29.2,73.5,862
2021-05-12,Delhi,39966,470,23187,1039116,0.0385,3027,689,44.88,24.4,76.3,862
2021-05-13,Delhi,40439,643,7748,889658,0.0455,2992,667,47.0,37.2,58.5,862
2021-05-14,Delhi,40129,748,22038,1565031,0.0256,2536,647,36.57,27.1,43.5,862
2021-05-15,Delhi,39972,470,31496,1199160,0.0333,2678,778,33.24,31.5,74.7,862
2021-05-16,Delhi,40650,219,24975,1544700,0.0263,2919,615,62.55,32.0,57.7,862
2021-05-17,Delhi,39860,464,29890,1116080,0.0357,2665,759,57.23,19.9,41.8,862
